id_item,id_pedido,id_produto,quantidade,valor_unitario
1109,439,7,4,822.95
1110,439,64,4,836.83
1111,439,22,3,1402.47
1112,440,44,2,635.89
1113,441,38,3,648.91
1114,442,38,3,648.91
1115,442,28,1,465.56
1116,442,95,5,1303.17
1117,442,51,2,1254.56
1118,443,83,5,96.86
1119,443,5,4,487.33
1120,443,80,4,1740.51
1121,444,46,1,1731.17
1122,445,43,3,83.03
1123,445,46,1,1731.17
1124,445,1,3,129.86
1125,445,93,2,158.91
1126,446,46,1,1731.17
1127,446,13,4,1325.75
1128,446,63,2,1022.66
1129,446,11,5,151.65
1130,447,53,1,270.72
1131,447,63,1,1022.66
1132,448,99,3,1746.04
1133,448,29,4,1178.37
1134,449,48,3,929.33
1135,449,47,4,1318.74
1136,449,24,5,881.14
1137,449,35,1,1273.22
1138,450,85,4,778.3
1139,450,21,2,257.46
1140,450,46,4,1731.17
1141,450,1,3,129.86
1142,451,15,2,457.37
1143,451,37,1,702.44
1144,452,51,4,1254.56
1145,452,96,3,1706.16
1146,453,21,2,257.46
1147,454,86,3,995.7
1148,454,16,4,1817.74
1149,454,63,5,1022.66
1150,454,64,2,836.83
1151,455,97,4,766.22
1152,455,65,4,1960.69
1153,455,17,1,152.11
1154,456,3,2,1254.77
1155,457,45,5,240.68
1156,457,2,2,1895.7
1157,458,87,3,261.23
1158,459,77,1,1081.78
1159,459,56,4,1600.63
1160,459,38,3,648.91
1161,459,63,1,1022.66
1162,460,32,5,946.3
1163,460,20,5,1843.17
1164,460,24,2,881.14
1165,460,36,1,1938.42
1166,461,90,2,208.43
1167,461,86,4,995.7
1168,461,26,4,1471.72
1169,462,90,5,208.43
1170,463,25,5,89.32
1171,463,81,2,1147.88
1172,464,16,2,1817.74
1173,464,52,1,415.08
1174,465,25,2,89.32
1175,465,55,1,251.64
1176,465,79,2,760.65
1177,466,7,4,822.95
1178,467,68,3,1021.4
1179,467,90,2,208.43
1180,467,29,3,1178.37
1181,467,55,4,251.64
1182,468,66,4,919.01
1183,469,39,1,1716.89
1184,470,47,3,1318.74
1185,470,45,4,240.68
1186,470,32,3,946.3
1187,471,24,1,881.14
1188,472,7,3,822.95
1189,473,37,4,702.44
1190,473,36,5,1938.42
1191,474,56,2,1600.63
1192,475,63,3,1022.66
1193,475,43,3,83.03
1194,475,15,1,457.37
1195,476,88,5,670.67
1196,477,43,3,83.03
1197,477,95,3,1303.17
1198,478,31,3,1156.73
1199,478,27,5,508.23
1200,478,50,1,1249.04
1201,479,17,5,152.11
1202,480,6,5,159.38
1203,481,25,4,89.32
1204,481,13,1,1325.75
1205,482,39,4,1716.89
1206,482,98,2,1257.33
1207,482,69,2,1729.41
1208,483,17,2,152.11
1209,484,71,3,686.35
1210,484,98,5,1257.33
1211,484,45,3,240.68
1212,484,58,1,1108.98
1213,485,9,4,470.64
1214,485,54,5,881.85
1215,485,65,1,1960.69
1216,485,22,5,1402.47
1217,486,90,2,208.43
1218,486,38,1,648.91
1219,486,73,1,572.85
1220,487,95,4,1303.17
1221,487,64,5,836.83
1222,488,22,4,1402.47
1223,489,72,4,541.67
1224,489,52,5,415.08
1225,489,35,2,1273.22
1226,489,24,1,881.14
1227,490,74,2,1676.58
1228,490,76,1,1731.87
1229,491,65,5,1960.69
1230,491,34,3,1993.92
1231,491,29,3,1178.37
1232,491,91,3,40.54
1233,492,22,2,1402.47
1234,493,69,2,1729.41
1235,494,6,2,159.38
1236,494,36,2,1938.42
1237,494,35,1,1273.22
1238,495,27,5,508.23
1239,495,15,1,457.37
1240,496,81,5,1147.88
1241,496,48,3,929.33
1242,496,11,5,151.65
1243,497,93,2,158.91
1244,497,53,5,270.72
1245,497,38,3,648.91
1246,498,81,1,1147.88
1247,499,29,3,1178.37
1248,499,23,3,1005.94
1249,499,3,5,1254.77
1250,500,93,4,158.91
1251,501,81,5,1147.88
1252,501,71,2,686.35
1253,501,57,2,628.39
1254,502,35,2,1273.22
1255,502,75,4,1997.82
1256,502,20,4,1843.17
1257,503,94,4,683.74
1258,503,48,2,929.33
1259,504,12,4,1848.58
1260,504,24,4,881.14
1261,504,24,2,881.14
1262,504,25,5,89.32
1263,505,94,2,683.74
1264,505,83,3,96.86
1265,505,3,3,1254.77
1266,505,21,2,257.46
1267,506,88,5,670.67
1268,506,25,1,89.32
1269,506,19,1,1500.43
1270,506,55,2,251.64
1271,507,83,4,96.86
1272,507,13,5,1325.75
1273,507,18,1,1587.33
1274,507,78,1,671.56
1275,508,50,1,1249.04
1276,508,15,1,457.37
1277,508,98,1,1257.33
1278,508,17,2,152.11
1279,509,35,2,1273.22
1280,510,2,1,1895.7
1281,511,91,1,40.54
1282,511,26,2,1471.72
1283,511,62,5,1001.77
1284,512,21,3,257.46
1285,512,43,4,83.03
1286,512,20,2,1843.17
1287,512,8,5,945.13
1288,513,81,5,1147.88
1289,513,16,1,1817.74
1290,513,6,1,159.38
1291,514,14,5,856.03
1292,514,54,2,881.85
1293,514,1,2,129.86
1294,515,30,4,1999.15
1295,516,19,3,1500.43
1296,516,84,3,1413.4
1297,516,29,4,1178.37
1298,516,88,1,670.67
1299,517,22,1,1402.47
1300,517,29,1,1178.37
1301,517,37,3,702.44
1302,517,10,5,1408.95
1303,518,16,3,1817.74
1304,518,11,1,151.65
1305,518,78,2,671.56
1306,519,55,5,251.64
1307,519,43,5,83.03
1308,520,87,4,261.23
1309,520,20,3,1843.17
1310,521,45,1,240.68
1311,521,35,4,1273.22
1312,521,85,3,778.3
1313,522,92,1,825.86
1314,522,1,2,129.86
1315,522,100,2,1238.74
1316,523,19,4,1500.43
1317,523,58,4,1108.98
1318,523,9,1,470.64
1319,524,94,3,683.74
1320,524,19,1,1500.43
1321,524,42,2,1629.0
1322,524,24,4,881.14
1323,525,41,4,583.55
1324,525,55,4,251.64
1325,525,89,4,1749.64
1326,526,18,2,1587.33
1327,526,50,4,1249.04
1328,526,71,4,686.35
1329,527,69,5,1729.41
1330,527,30,4,1999.15
1331,527,11,5,151.65
1332,527,92,4,825.86
1333,528,90,1,208.43
1334,528,31,3,1156.73
1335,529,27,1,508.23
1336,530,72,4,541.67
1337,530,18,1,1587.33
1338,530,8,3,945.13
1339,531,100,2,1238.74
1340,531,38,4,648.91
1341,531,19,5,1500.43
1342,532,32,2,946.3
1343,532,29,1,1178.37
1344,532,96,2,1706.16
1345,532,16,2,1817.74
1346,533,94,1,683.74
1347,533,90,4,208.43
1348,533,48,1,929.33
1349,533,90,1,208.43
1350,534,62,5,1001.77
1351,535,4,2,1324.25
1352,535,47,2,1318.74
1353,536,32,1,946.3
1354,537,73,4,572.85
1355,538,98,2,1257.33
1356,538,61,2,1298.94
1357,539,61,4,1298.94
1358,539,93,3,158.91
1359,539,57,1,628.39
1360,540,15,2,457.37
1361,540,8,1,945.13
1362,540,78,2,671.56
1363,541,2,4,1895.7
1364,541,55,4,251.64
1365,542,74,5,1676.58
1366,542,40,2,829.17
1367,542,55,2,251.64
1368,543,12,5,1848.58
1369,543,49,2,383.29
1370,543,96,2,1706.16
1371,544,80,1,1740.51
1372,544,29,4,1178.37
1373,544,24,5,881.14
1374,544,78,1,671.56
1375,545,62,3,1001.77
1376,545,84,4,1413.4
1377,545,49,2,383.29
1378,545,7,3,822.95
1379,546,25,3,89.32
1380,546,14,1,856.03
1381,546,10,3,1408.95
1382,546,78,3,671.56
1383,547,31,3,1156.73
1384,548,70,1,1547.62
1385,548,9,2,470.64
1386,549,97,3,766.22
1387,550,71,2,686.35
1388,550,82,1,1713.47
1389,551,35,1,1273.22
1390,551,73,5,572.85
1391,552,73,4,572.85
1392,553,7,3,822.95
1393,554,40,1,829.17
1394,555,97,3,766.22
1395,555,51,5,1254.56
1396,555,25,3,89.32
1397,556,93,3,158.91
1398,556,17,1,152.11
1399,556,43,4,83.03
1400,556,95,5,1303.17
1401,557,65,2,1960.69
1402,558,76,4,1731.87
1403,559,76,1,1731.87
1404,559,38,2,648.91
1405,559,20,4,1843.17
1406,559,11,1,151.65
1407,560,28,2,465.56
1408,560,99,2,1746.04
1409,561,58,2,1108.98
1410,561,44,3,635.89
1411,561,47,5,1318.74
1412,562,6,4,159.38
1413,562,31,2,1156.73
1414,562,79,5,760.65
1415,562,10,2,1408.95
1416,563,13,1,1325.75
1417,563,19,3,1500.43
1418,563,71,1,686.35
1419,563,64,1,836.83
1420,564,41,2,583.55
1421,564,38,2,648.91
1422,564,9,3,470.64
1423,564,74,3,1676.58
1424,565,12,1,1848.58
1425,565,23,4,1005.94
1426,565,34,4,1993.92
1427,566,98,4,1257.33
1428,566,84,2,1413.4
1429,566,16,5,1817.74
1430,567,6,3,159.38
1431,567,37,4,702.44
1432,567,53,5,270.72
1433,567,88,2,670.67
1434,568,47,5,1318.74
1435,568,80,3,1740.51
1436,568,48,1,929.33
1437,568,88,4,670.67
1438,569,34,1,1993.92
1439,569,80,1,1740.51
1440,569,95,2,1303.17
1441,569,90,5,208.43
1442,570,20,1,1843.17
1443,571,49,2,383.29
1444,571,73,4,572.85
1445,571,10,2,1408.95
1446,572,60,1,928.28
1447,572,45,4,240.68
1448,572,60,5,928.28
1449,572,60,1,928.28
1450,573,24,1,881.14
1451,574,99,4,1746.04
1452,574,26,4,1471.72
1453,574,43,1,83.03
1454,574,41,3,583.55
1455,575,28,4,465.56
1456,575,15,3,457.37
1457,575,59,1,457.15
1458,575,70,2,1547.62
1459,576,19,2,1500.43
1460,576,41,5,583.55
1461,576,5,5,487.33
1462,576,100,4,1238.74
1463,577,47,4,1318.74
1464,578,28,1,465.56
1465,578,28,1,465.56
1466,578,98,4,1257.33
1467,578,35,3,1273.22
1468,579,11,2,151.65
1469,579,9,3,470.64
1470,580,11,3,151.65
1471,580,92,4,825.86
1472,580,54,5,881.85
1473,580,28,3,465.56
1474,581,7,1,822.95
1475,581,55,3,251.64
1476,582,22,2,1402.47
1477,582,45,4,240.68
1478,582,62,4,1001.77
1479,583,90,4,208.43
1480,583,46,5,1731.17
1481,584,2,5,1895.7
1482,584,77,2,1081.78
1483,584,10,5,1408.95
1484,584,79,2,760.65
1485,585,86,3,995.7
1486,585,2,2,1895.7
1487,585,59,2,457.15
1488,586,41,1,583.55
1489,586,87,4,261.23
1490,586,34,5,1993.92
1491,586,93,1,158.91
1492,587,17,4,152.11
1493,587,82,5,1713.47
1494,587,13,1,1325.75
1495,587,28,2,465.56
1496,588,90,5,208.43
1497,588,100,2,1238.74
1498,588,77,4,1081.78
1499,588,28,3,465.56
1500,589,25,5,89.32
1501,589,2,3,1895.7
1502,590,3,3,1254.77
1503,590,40,5,829.17
1504,590,16,4,1817.74
1505,591,53,4,270.72
1506,591,46,3,1731.17
1507,591,70,4,1547.62
1508,591,67,3,773.34
1509,592,23,4,1005.94
1510,593,48,2,929.33
1511,593,71,5,686.35
1512,593,21,5,257.46
1513,593,56,4,1600.63
1514,594,85,4,778.3
1515,594,82,3,1713.47
1516,594,90,5,208.43
1517,595,12,1,1848.58
1518,596,84,1,1413.4
1519,597,14,4,856.03
1520,597,96,5,1706.16
1521,597,70,1,1547.62
1522,597,82,4,1713.47
1523,598,86,3,995.7
1524,599,28,2,465.56
1525,599,100,4,1238.74
1526,599,71,4,686.35
1527,599,15,2,457.37
1528,600,16,3,1817.74
1529,600,60,4,928.28
1530,600,83,4,96.86
1531,600,1,3,129.86
1532,601,65,3,1960.69
1533,601,35,3,1273.22
1534,602,54,2,881.85
1535,602,1,4,129.86
1536,602,5,1,487.33
1537,603,20,3,1843.17
1538,604,43,2,83.03
1539,604,74,4,1676.58
1540,604,31,5,1156.73
1541,605,25,5,89.32
1542,605,83,4,96.86
1543,605,7,5,822.95
1544,605,55,2,251.64
1545,606,94,2,683.74
1546,606,52,3,415.08
1547,606,67,2,773.34
1548,606,56,2,1600.63
1549,607,91,2,40.54
1550,608,81,5,1147.88
1551,609,98,3,1257.33
1552,609,71,2,686.35
1553,609,42,2,1629.0
1554,609,12,1,1848.58
1555,610,56,1,1600.63
1556,611,4,5,1324.25
1557,611,91,5,40.54
1558,612,74,4,1676.58
1559,613,96,2,1706.16
1560,614,82,3,1713.47
1561,614,24,2,881.14
1562,614,84,2,1413.4
1563,614,39,2,1716.89
1564,615,93,4,158.91
1565,615,99,3,1746.04
1566,616,36,1,1938.42
1567,617,81,1,1147.88
1568,617,82,5,1713.47
1569,618,15,4,457.37
1570,619,14,2,856.03
1571,620,34,2,1993.92
1572,620,12,1,1848.58
1573,620,64,3,836.83
1574,621,51,1,1254.56
1575,621,63,1,1022.66
1576,622,10,4,1408.95
1577,622,81,1,1147.88
1578,622,27,4,508.23
1579,622,49,3,383.29
1580,623,21,2,257.46
1581,623,39,1,1716.89
1582,623,23,5,1005.94
1583,623,81,5,1147.88
1584,624,16,3,1817.74
1585,625,62,5,1001.77
1586,625,77,5,1081.78
1587,625,1,2,129.86
1588,626,16,2,1817.74
1589,626,78,1,671.56
1590,626,69,1,1729.41
1591,627,28,3,465.56
1592,627,15,2,457.37
1593,628,42,2,1629.0
1594,629,11,2,151.65
1595,629,35,3,1273.22
1596,630,26,1,1471.72
1597,630,45,5,240.68
1598,630,84,3,1413.4
1599,630,60,4,928.28
1600,631,66,4,919.01
1601,631,25,3,89.32
1602,631,23,2,1005.94
1603,631,88,3,670.67
1604,632,14,5,856.03
1605,632,99,5,1746.04
1606,632,40,2,829.17
1607,632,27,4,508.23
1608,633,58,4,1108.98
1609,633,77,3,1081.78
1610,633,41,5,583.55
1611,633,14,5,856.03
1612,634,55,2,251.64
1613,634,73,3,572.85
1614,634,48,1,929.33
1615,634,58,2,1108.98
1616,635,66,3,919.01
1617,636,38,5,648.91
1618,636,83,5,96.86
1619,636,46,4,1731.17
1620,636,4,1,1324.25
1621,637,42,4,1629.0
1622,637,24,3,881.14
1623,638,10,2,1408.95
1624,638,85,3,778.3
1625,639,19,3,1500.43
1626,639,16,1,1817.74
1627,639,41,1,583.55
1628,640,28,4,465.56
1629,640,73,3,572.85
1630,640,30,5,1999.15
1631,641,50,3,1249.04
1632,642,68,2,1021.4
1633,642,14,5,856.03
1634,643,92,5,825.86
1635,643,86,1,995.7
1636,643,74,4,1676.58
1637,644,41,3,583.55
1638,644,26,2,1471.72
1639,644,7,4,822.95
1640,644,64,1,836.83
1641,645,54,1,881.85
1642,645,16,4,1817.74
1643,645,22,5,1402.47
1644,646,76,4,1731.87
1645,646,31,5,1156.73
1646,646,3,3,1254.77
1647,647,83,5,96.86
1648,648,60,3,928.28
1649,649,52,1,415.08
1650,649,69,5,1729.41
1651,650,44,1,635.89
1652,651,61,1,1298.94
1653,652,93,3,158.91
1654,652,36,3,1938.42
1655,652,97,3,766.22
1656,652,52,1,415.08
1657,653,64,5,836.83
1658,653,7,4,822.95
1659,653,39,4,1716.89
1660,654,83,1,96.86
1661,654,48,5,929.33
1662,654,14,1,856.03
1663,654,29,1,1178.37
1664,655,18,1,1587.33
1665,656,89,4,1749.64
1666,656,29,2,1178.37
1667,656,12,2,1848.58
1668,657,69,1,1729.41
1669,657,89,1,1749.64
1670,657,34,1,1993.92
1671,658,7,3,822.95
1672,659,34,3,1993.92
1673,660,35,2,1273.22
1674,660,18,5,1587.33
1675,660,59,1,457.15
1676,660,17,3,152.11
1677,661,97,5,766.22
1678,661,53,4,270.72
1679,662,67,5,773.34
1680,663,74,4,1676.58
1681,663,85,4,778.3
1682,664,42,4,1629.0
1683,664,29,1,1178.37
1684,664,34,3,1993.92
1685,665,46,5,1731.17
1686,666,85,2,778.3
1687,666,89,1,1749.64
1688,667,64,1,836.83
1689,668,2,2,1895.7
1690,668,60,4,928.28
1691,669,63,1,1022.66
1692,669,44,2,635.89
1693,670,98,3,1257.33
1694,670,91,4,40.54
1695,670,84,2,1413.4
1696,671,17,2,152.11
1697,672,50,4,1249.04
1698,672,80,5,1740.51
1699,672,26,4,1471.72
1700,673,9,3,470.64
1701,673,55,2,251.64
1702,674,74,1,1676.58
1703,674,19,4,1500.43
1704,674,14,1,856.03
1705,675,3,4,1254.77
1706,675,24,3,881.14
1707,676,61,5,1298.94
1708,677,46,3,1731.17
1709,677,16,5,1817.74
1710,677,11,3,151.65
1711,677,56,2,1600.63
1712,678,51,5,1254.56
1713,678,56,5,1600.63
1714,679,7,4,822.95
1715,679,35,3,1273.22
1716,679,13,1,1325.75
1717,680,94,4,683.74
1718,680,25,3,89.32
1719,680,25,4,89.32
1720,680,23,5,1005.94
1721,681,68,5,1021.4
1722,681,64,5,836.83
1723,681,56,1,1600.63
1724,682,83,2,96.86
1725,683,29,1,1178.37
1726,684,5,5,487.33
1727,685,31,1,1156.73
1728,685,69,1,1729.41
1729,685,36,2,1938.42
1730,686,51,4,1254.56
1731,686,13,2,1325.75
1732,686,94,3,683.74
1733,686,64,2,836.83
1734,687,27,3,508.23
1735,687,82,3,1713.47
1736,688,94,1,683.74
1737,688,13,2,1325.75
1738,688,65,5,1960.69
1739,689,95,3,1303.17
1740,689,89,2,1749.64
1741,689,22,3,1402.47
1742,689,88,1,670.67
1743,690,24,3,881.14
1744,690,59,2,457.15
1745,691,86,4,995.7
1746,692,43,1,83.03
1747,692,23,3,1005.94
1748,692,10,2,1408.95
1749,692,87,1,261.23
1750,693,61,5,1298.94
1751,693,1,4,129.86
1752,693,32,4,946.3
1753,694,6,1,159.38
1754,695,30,5,1999.15
1755,695,65,2,1960.69
1756,695,97,2,766.22
1757,696,13,3,1325.75
1758,697,58,4,1108.98
1759,697,95,3,1303.17
1760,697,70,3,1547.62
1761,698,33,3,1832.98
1762,698,59,1,457.15
1763,698,46,3,1731.17
1764,698,91,3,40.54
1765,699,15,3,457.37
1766,699,88,5,670.67
1767,699,94,1,683.74
1768,699,19,4,1500.43
1769,700,85,2,778.3
1770,700,46,4,1731.17
1771,701,32,5,946.3
1772,702,47,2,1318.74
1773,702,96,1,1706.16
1774,702,25,4,89.32
1775,702,82,1,1713.47
1776,703,81,5,1147.88
1777,703,58,5,1108.98
1778,703,23,3,1005.94
1779,704,43,4,83.03
1780,704,76,4,1731.87
1781,704,36,3,1938.42
1782,705,6,5,159.38
1783,705,67,3,773.34
1784,706,56,4,1600.63
1785,707,37,1,702.44
1786,707,2,4,1895.7
1787,707,88,2,670.67
1788,708,88,2,670.67
1789,708,67,3,773.34
1790,708,80,5,1740.51
1791,708,86,2,995.7
1792,709,63,3,1022.66
1793,709,9,3,470.64
1794,709,2,4,1895.7
1795,710,28,3,465.56
1796,711,7,4,822.95
1797,712,1,4,129.86
1798,712,46,1,1731.17
1799,712,7,3,822.95
1800,713,45,3,240.68
1801,713,65,5,1960.69
1802,714,12,3,1848.58
1803,714,19,2,1500.43
1804,715,75,1,1997.82
1805,715,38,2,648.91
1806,715,5,4,487.33
1807,715,46,2,1731.17
1808,716,55,4,251.64
1809,716,13,3,1325.75
1810,716,39,5,1716.89
1811,716,40,2,829.17
1812,717,87,3,261.23
1813,717,75,2,1997.82
1814,717,88,2,670.67
1815,717,33,2,1832.98
1816,718,71,2,686.35
1817,718,39,3,1716.89
1818,718,11,3,151.65
1819,718,73,4,572.85
1820,719,49,4,383.29
1821,719,13,2,1325.75
1822,720,89,3,1749.64
1823,720,65,3,1960.69
1824,720,60,3,928.28
1825,720,55,4,251.64
1826,721,53,4,270.72
1827,721,4,5,1324.25
1828,721,4,4,1324.25
1829,721,12,2,1848.58
1830,722,32,5,946.3
1831,722,66,3,919.01
1832,722,17,5,152.11
1833,723,7,4,822.95
1834,723,17,4,152.11
1835,723,86,1,995.7
1836,724,98,5,1257.33
1837,724,59,1,457.15
1838,724,11,1,151.65
1839,724,35,1,1273.22
1840,725,77,1,1081.78
1841,725,38,5,648.91
1842,725,62,3,1001.77
1843,726,16,5,1817.74
1844,727,90,2,208.43
1845,728,72,4,541.67
1846,728,18,2,1587.33
1847,729,39,3,1716.89
1848,729,93,1,158.91
1849,730,80,2,1740.51
1850,730,15,1,457.37
1851,730,1,2,129.86
1852,730,78,1,671.56
1853,731,32,2,946.3
1854,732,61,1,1298.94
1855,733,51,1,1254.56
1856,733,16,3,1817.74
1857,733,52,4,415.08
1858,733,24,2,881.14
1859,734,79,4,760.65
1860,734,85,5,778.3
1861,734,16,4,1817.74
1862,735,82,1,1713.47
1863,735,24,2,881.14
1864,736,22,5,1402.47
1865,736,95,5,1303.17
1866,737,61,4,1298.94
1867,737,38,3,648.91
1868,738,76,4,1731.87
1869,739,86,3,995.7
1870,739,51,4,1254.56
1871,739,90,1,208.43
1872,740,54,4,881.85
1873,740,19,1,1500.43
1874,740,37,4,702.44
1875,740,16,5,1817.74
1876,741,2,5,1895.7
1877,741,39,1,1716.89
1878,741,83,5,96.86
1879,741,57,1,628.39
1880,742,18,4,1587.33
1881,742,93,4,158.91
1882,742,36,1,1938.42
1883,743,46,5,1731.17
1884,743,65,2,1960.69
1885,744,91,5,40.54
1886,744,50,5,1249.04
1887,744,9,2,470.64
1888,745,46,5,1731.17
1889,745,44,4,635.89
1890,746,36,3,1938.42
1891,746,51,1,1254.56
1892,747,49,4,383.29
1893,747,78,2,671.56
1894,747,74,5,1676.58
1895,747,100,5,1238.74
1896,748,17,3,152.11
1897,748,76,5,1731.87
1898,748,45,5,240.68
1899,749,9,1,470.64
1900,749,4,2,1324.25
1901,749,30,1,1999.15
1902,749,86,1,995.7
1903,750,87,4,261.23
1904,750,42,2,1629.0
1905,750,99,2,1746.04
1906,750,14,2,856.03
1907,751,97,4,766.22
1908,751,9,1,470.64
1909,751,79,3,760.65
1910,751,15,1,457.37
1911,752,57,3,628.39
1912,753,23,3,1005.94
1913,754,90,4,208.43
1914,755,18,5,1587.33
1915,755,72,2,541.67
1916,755,26,3,1471.72
1917,755,63,4,1022.66
1918,756,29,2,1178.37
1919,756,95,2,1303.17
1920,756,56,5,1600.63
1921,757,12,5,1848.58
1922,757,4,1,1324.25
1923,758,5,2,487.33
1924,758,1,3,129.86
1925,759,73,5,572.85
1926,759,10,3,1408.95
1927,759,24,5,881.14
1928,759,64,2,836.83
1929,760,74,4,1676.58
1930,760,65,3,1960.69
1931,761,80,5,1740.51
1932,761,18,1,1587.33
1933,761,57,4,628.39
1934,762,10,5,1408.95
1935,762,11,2,151.65
1936,762,67,3,773.34
1937,762,13,1,1325.75
1938,763,30,1,1999.15
1939,763,77,5,1081.78
1940,763,43,1,83.03
1941,763,29,3,1178.37
1942,764,50,3,1249.04
1943,764,9,2,470.64
1944,764,37,1,702.44
1945,765,67,5,773.34
1946,765,65,3,1960.69
1947,766,80,1,1740.51
1948,766,70,1,1547.62
1949,766,75,4,1997.82
1950,766,34,1,1993.92
1951,767,44,4,635.89
1952,768,26,3,1471.72
1953,768,98,1,1257.33
1954,768,18,2,1587.33
1955,769,97,1,766.22
1956,769,31,4,1156.73
1957,769,10,5,1408.95
1958,770,45,1,240.68
1959,771,77,5,1081.78
1960,771,11,5,151.65
1961,771,62,2,1001.77
1962,771,35,1,1273.22
1963,772,5,4,487.33
1964,773,84,3,1413.4
1965,773,56,4,1600.63
1966,774,30,1,1999.15
1967,774,8,1,945.13
1968,774,100,2,1238.74
1969,775,88,1,670.67
1970,775,71,4,686.35
1971,775,7,4,822.95
1972,775,99,4,1746.04
1973,776,56,4,1600.63
1974,776,71,2,686.35
1975,777,57,1,628.39
1976,778,46,2,1731.17
1977,778,44,4,635.89
1978,778,8,2,945.13
1979,779,12,5,1848.58
1980,779,2,2,1895.7
1981,780,96,5,1706.16
1982,780,73,1,572.85
1983,780,2,2,1895.7
1984,780,8,1,945.13
1985,781,17,4,152.11
1986,782,37,1,702.44
1987,782,41,3,583.55
1988,783,38,2,648.91
1989,783,78,4,671.56
1990,784,85,1,778.3
1991,784,85,1,778.3
1992,784,10,3,1408.95
1993,784,70,2,1547.62
1994,785,91,3,40.54
1995,785,29,4,1178.37
1996,785,92,3,825.86
1997,785,47,5,1318.74
1998,786,84,2,1413.4
1999,786,68,3,1021.4
2000,786,41,5,583.55
2001,787,7,3,822.95
2002,788,91,5,40.54
2003,788,63,3,1022.66
2004,788,11,2,151.65
2005,788,18,5,1587.33
2006,789,40,5,829.17
2007,789,27,1,508.23
2008,790,93,2,158.91
2009,790,5,2,487.33
2010,790,90,4,208.43
2011,791,15,1,457.37
2012,791,64,1,836.83
2013,791,35,3,1273.22
2014,791,76,4,1731.87
2015,792,11,1,151.65
2016,792,36,5,1938.42
2017,792,50,4,1249.04
2018,793,49,4,383.29
2019,794,6,2,159.38
2020,794,27,4,508.23
2021,794,24,4,881.14
2022,794,69,1,1729.41
2023,795,5,5,487.33
2024,795,98,3,1257.33
2025,795,4,5,1324.25
2026,796,34,5,1993.92
2027,796,28,1,465.56
2028,796,44,5,635.89
2029,797,55,1,251.64
2030,797,14,5,856.03
2031,797,50,3,1249.04
2032,797,69,4,1729.41
2033,798,74,5,1676.58
2034,798,99,5,1746.04
2035,798,34,2,1993.92
2036,798,49,4,383.29
2037,799,17,1,152.11
2038,799,36,3,1938.42
2039,800,32,5,946.3
2040,801,44,5,635.89
2041,801,51,1,1254.56
2042,801,79,3,760.65
2043,802,35,3,1273.22
2044,802,84,5,1413.4
2045,802,2,1,1895.7
2046,803,73,3,572.85
2047,803,34,2,1993.92
2048,803,57,4,628.39
2049,804,57,1,628.39
2050,805,5,3,487.33
2051,805,62,5,1001.77
2052,805,28,4,465.56
2053,805,8,5,945.13
2054,806,36,5,1938.42
2055,807,9,4,470.64
2056,807,24,3,881.14
2057,807,99,3,1746.04
2058,808,64,2,836.83
2059,808,30,2,1999.15
2060,808,19,5,1500.43
2061,809,30,1,1999.15
2062,810,24,5,881.14
2063,811,75,3,1997.82
2064,811,6,5,159.38
2065,811,92,2,825.86
2066,811,8,3,945.13
2067,812,3,3,1254.77
2068,812,70,1,1547.62
2069,812,77,2,1081.78
2070,813,14,1,856.03
2071,813,65,4,1960.69
2072,813,15,5,457.37
2073,814,31,2,1156.73
2074,815,74,3,1676.58
2075,815,88,4,670.67
2076,815,10,4,1408.95
2077,816,19,1,1500.43
2078,816,42,5,1629.0
2079,816,47,3,1318.74
2080,817,84,3,1413.4
2081,817,61,3,1298.94
2082,817,80,1,1740.51
2083,817,21,3,257.46
2084,818,38,2,648.91
2085,819,14,5,856.03
2086,820,41,5,583.55
2087,820,92,5,825.86
2088,821,28,4,465.56
2089,821,75,1,1997.82
2090,821,85,2,778.3
2091,822,98,1,1257.33
2092,822,10,2,1408.95
2093,822,73,5,572.85
2094,822,74,5,1676.58
2095,823,69,1,1729.41
2096,823,68,1,1021.4
2097,823,78,4,671.56
2098,823,85,5,778.3
2099,824,41,3,583.55
2100,824,25,5,89.32
2101,824,38,2,648.91
2102,824,43,2,83.03
2103,825,30,4,1999.15
2104,825,41,1,583.55
2105,825,89,2,1749.64
2106,826,94,4,683.74
2107,826,47,1,1318.74
2108,826,46,5,1731.17
2109,826,65,1,1960.69
2110,827,84,4,1413.4
2111,827,78,2,671.56
2112,827,58,4,1108.98
2113,828,73,2,572.85
2114,828,69,2,1729.41
2115,829,87,5,261.23
2116,829,86,2,995.7
2117,829,78,3,671.56
2118,829,37,3,702.44
2119,830,16,1,1817.74
2120,830,53,4,270.72
2121,830,65,2,1960.69
2122,831,81,2,1147.88
2123,831,24,4,881.14
2124,831,2,2,1895.7
2125,831,16,4,1817.74
2126,832,98,5,1257.33
2127,832,92,4,825.86
2128,832,96,1,1706.16
2129,833,5,4,487.33
2130,833,4,2,1324.25
2131,834,17,5,152.11
2132,835,55,3,251.64
2133,835,17,4,152.11
2134,835,90,5,208.43
2135,835,31,3,1156.73
2136,836,44,3,635.89
2137,837,93,1,158.91
2138,838,95,3,1303.17
2139,839,53,4,270.72
2140,839,95,4,1303.17
2141,839,38,4,648.91
2142,839,90,2,208.43
2143,840,93,5,158.91
2144,840,66,1,919.01
