id_pedido,id_cliente,data_pedido,forma_pagamento,status
643,301,2025-01-18,Pix,Entregue
644,111,2025-09-26,Pix,Entregue
645,260,2026-02-12,Cartão,Em Transporte
646,393,2026-05-29,Cartão,Cancelado
647,43,2026-02-16,Boleto,Em Transporte
648,143,2025-06-06,Pix,Cancelado
649,262,2025-03-22,Pix,Entregue
650,201,2025-12-01,Boleto,Em Transporte
651,159,2025-03-09,Boleto,Cancelado
652,30,2025-09-02,Pix,Entregue
653,60,2026-03-21,Cartão,Em Transporte
654,159,2025-02-26,Boleto,Em Transporte
655,62,2025-06-29,Pix,Em Transporte
656,360,2025-05-21,Pix,Entregue
657,488,2026-05-24,Cartão,Em Transporte
658,401,2026-06-14,Boleto,Cancelado
659,191,2025-06-20,Pix,Em Transporte
660,376,2025-10-03,Pix,Entregue
661,414,2025-12-10,Cartão,Cancelado
662,33,2026-06-21,Cartão,Em Transporte
663,255,2025-03-20,Cartão,Em Transporte
664,29,2026-01-04,Cartão,Em Transporte
665,189,2025-06-20,Pix,Cancelado
666,458,2025-04-16,Boleto,Em Transporte
667,117,2025-04-29,Boleto,Em Transporte
668,23,2025-01-03,Pix,Entregue
669,242,2025-02-17,Cartão,Cancelado
670,92,2025-06-03,Pix,Em Transporte
671,115,2026-03-06,Cartão,Entregue
672,469,2026-03-03,Boleto,Cancelado
673,423,2025-10-05,Pix,Em Transporte
674,62,2026-01-17,Boleto,Em Transporte
675,92,2025-02-23,Pix,Em Transporte
676,489,2025-02-17,Cartão,Entregue
677,444,2026-04-22,Cartão,Cancelado
678,45,2025-12-02,Boleto,Cancelado
679,189,2025-01-09,Pix,Cancelado
680,379,2025-11-08,Boleto,Entregue
681,189,2026-04-21,Boleto,Cancelado
682,376,2025-07-20,Boleto,Entregue
683,4,2025-06-04,Cartão,Entregue
684,278,2025-08-27,Cartão,Em Transporte
685,487,2025-01-10,Cartão,Entregue
686,435,2026-01-21,Boleto,Em Transporte
687,54,2025-11-11,Pix,Em Transporte
688,215,2025-09-01,Cartão,Entregue
689,365,2025-05-26,Cartão,Entregue
690,472,2025-02-14,Pix,Em Transporte
691,359,2026-02-27,Cartão,Cancelado
692,298,2025-03-28,Pix,Em Transporte
693,327,2025-05-17,Cartão,Entregue
694,223,2025-03-05,Boleto,Entregue
695,150,2025-08-31,Cartão,Cancelado
696,359,2026-02-07,Boleto,Cancelado
697,232,2025-11-22,Cartão,Entregue
698,484,2025-03-18,Pix,Entregue
699,80,2025-04-22,Pix,Entregue
700,239,2026-04-06,Cartão,Cancelado
701,275,2025-05-04,Cartão,Entregue
702,158,2026-04-08,Cartão,Cancelado
703,47,2025-05-03,Pix,Em Transporte
704,424,2025-11-08,Boleto,Em Transporte
705,111,2025-02-11,Cartão,Entregue
706,365,2025-04-04,Pix,Cancelado
707,263,2026-02-10,Pix,Em Transporte
708,134,2025-11-03,Pix,Entregue
709,438,2026-02-19,Cartão,Em Transporte
710,49,2025-09-13,Cartão,Entregue
711,63,2025-05-24,Pix,Entregue
712,67,2025-08-16,Pix,Cancelado
713,352,2026-01-17,Boleto,Em Transporte
714,299,2025-03-28,Boleto,Cancelado
715,12,2025-03-18,Pix,Entregue
716,415,2026-03-31,Pix,Entregue
717,63,2025-12-06,Pix,Cancelado
718,87,2025-02-21,Boleto,Cancelado
719,255,2026-02-09,Pix,Cancelado
720,89,2026-03-13,Cartão,Entregue
721,141,2025-07-11,Cartão,Cancelado
722,18,2025-06-02,Boleto,Em Transporte
723,332,2025-09-09,Cartão,Cancelado
724,452,2026-02-26,Boleto,Cancelado
725,45,2025-03-04,Cartão,Cancelado
726,215,2025-05-21,Pix,Em Transporte
727,128,2026-06-23,Boleto,Em Transporte
728,196,2025-01-20,Boleto,Cancelado
729,279,2026-05-07,Cartão,Cancelado
730,165,2026-05-30,Cartão,Cancelado
731,14,2025-07-04,Cartão,Em Transporte
732,16,2025-08-13,Cartão,Entregue
733,272,2026-04-29,Cartão,Em Transporte
734,499,2025-08-27,Pix,Entregue
735,337,2025-09-11,Pix,Cancelado
736,392,2025-02-27,Pix,Em Transporte
737,182,2026-02-02,Pix,Entregue
738,304,2025-08-31,Cartão,Em Transporte
739,468,2026-01-03,Boleto,Entregue
740,486,2025-12-27,Boleto,Em Transporte
741,289,2025-05-26,Pix,Cancelado
742,90,2025-11-13,Cartão,Entregue
743,29,2025-04-03,Pix,Em Transporte
744,11,2025-08-13,Boleto,Cancelado
745,170,2025-01-01,Boleto,Entregue
746,175,2025-05-14,Boleto,Entregue
747,31,2025-11-28,Pix,Entregue
748,397,2025-05-26,Pix,Em Transporte
749,492,2026-01-09,Pix,Cancelado
750,301,2026-02-10,Pix,Cancelado
751,166,2025-11-06,Pix,Entregue
752,406,2026-03-24,Boleto,Cancelado
753,90,2025-11-21,Boleto,Em Transporte
754,115,2026-01-01,Boleto,Em Transporte
755,194,2025-06-29,Cartão,Em Transporte
756,66,2025-10-29,Pix,Em Transporte
757,486,2025-01-02,Boleto,Em Transporte
758,436,2026-02-05,Boleto,Entregue
759,309,2025-07-06,Cartão,Em Transporte
760,328,2025-08-15,Boleto,Entregue
761,73,2026-05-24,Cartão,Em Transporte
762,122,2025-03-21,Cartão,Cancelado
763,326,2025-06-21,Pix,Em Transporte
764,229,2025-12-10,Pix,Cancelado
765,128,2025-08-03,Boleto,Entregue
766,132,2025-12-25,Pix,Em Transporte
767,25,2025-01-02,Cartão,Cancelado
768,497,2026-03-06,Pix,Cancelado
769,452,2026-05-20,Cartão,Cancelado
770,52,2026-01-20,Cartão,Em Transporte
771,84,2025-08-19,Cartão,Entregue
772,151,2025-02-04,Pix,Cancelado
773,488,2025-09-25,Pix,Entregue
774,88,2025-12-17,Cartão,Entregue
775,281,2025-03-18,Pix,Cancelado
776,361,2026-05-10,Pix,Cancelado
777,311,2025-06-18,Cartão,Entregue
778,52,2025-02-24,Cartão,Entregue
779,210,2025-07-14,Boleto,Em Transporte
780,339,2025-09-29,Cartão,Cancelado
781,50,2025-09-01,Pix,Cancelado
782,79,2026-05-18,Pix,Cancelado
783,219,2025-01-04,Pix,Cancelado
784,103,2026-05-07,Pix,Entregue
785,88,2025-07-31,Boleto,Cancelado
786,243,2025-03-25,Pix,Cancelado
787,242,2026-02-12,Cartão,Em Transporte
788,47,2025-09-29,Boleto,Em Transporte
789,95,2026-02-01,Cartão,Cancelado
790,96,2026-01-14,Cartão,Entregue
791,226,2025-09-27,Cartão,Cancelado
792,429,2025-08-20,Cartão,Em Transporte
793,78,2025-03-05,Boleto,Em Transporte
794,44,2025-04-10,Boleto,Cancelado
795,498,2026-02-28,Boleto,Entregue
796,431,2025-03-04,Cartão,Em Transporte
797,495,2026-03-05,Boleto,Em Transporte
798,294,2026-05-02,Pix,Cancelado
799,41,2025-11-03,Cartão,Em Transporte
800,258,2025-02-05,Boleto,Em Transporte
801,62,2025-05-31,Cartão,Entregue
802,498,2025-06-21,Pix,Entregue
803,22,2025-05-10,Cartão,Entregue
804,104,2026-03-22,Boleto,Entregue
805,164,2025-09-22,Boleto,Entregue
806,199,2025-03-31,Boleto,Cancelado
807,439,2025-11-30,Cartão,Em Transporte
808,470,2026-04-15,Pix,Em Transporte
809,401,2026-06-20,Cartão,Entregue
810,77,2026-03-01,Pix,Em Transporte
811,474,2025-04-13,Pix,Em Transporte
812,403,2025-04-14,Cartão,Em Transporte
813,450,2025-12-19,Cartão,Cancelado
814,336,2026-01-28,Cartão,Em Transporte
815,20,2026-04-30,Pix,Cancelado
816,74,2026-02-17,Boleto,Em Transporte
817,20,2026-02-16,Cartão,Cancelado
818,26,2025-09-01,Boleto,Cancelado
819,460,2025-10-03,Cartão,Entregue
820,419,2025-12-12,Cartão,Cancelado
821,432,2025-10-15,Cartão,Em Transporte
822,498,2025-04-11,Pix,Entregue
823,499,2025-11-04,Boleto,Cancelado
824,138,2025-11-25,Boleto,Cancelado
825,97,2025-04-02,Cartão,Entregue
826,380,2026-02-21,Cartão,Em Transporte
827,421,2026-01-18,Pix,Em Transporte
828,34,2025-06-12,Cartão,Em Transporte
829,207,2026-06-03,Pix,Em Transporte
830,89,2025-01-30,Pix,Entregue
831,128,2025-03-01,Pix,Cancelado
832,471,2025-02-21,Cartão,Em Transporte
833,141,2025-07-23,Cartão,Cancelado
834,204,2026-06-02,Boleto,Entregue
835,124,2025-02-01,Cartão,Cancelado
836,91,2026-04-02,Cartão,Em Transporte
837,177,2025-12-25,Pix,Cancelado
838,146,2025-04-03,Pix,Cancelado
839,84,2025-02-20,Boleto,Entregue
840,332,2025-08-15,Pix,Em Transporte
841,138,2025-07-31,Boleto,Cancelado
842,11,2026-06-10,Boleto,Entregue
843,467,2026-05-01,Pix,Em Transporte
844,308,2025-06-27,Pix,Entregue
845,312,2025-09-16,Cartão,Em Transporte
846,217,2025-10-09,Cartão,Cancelado
847,130,2026-04-16,Pix,Cancelado
848,347,2025-11-06,Boleto,Em Transporte
849,300,2026-02-11,Pix,Entregue
850,340,2026-06-08,Cartão,Em Transporte
851,153,2025-10-17,Boleto,Entregue
852,33,2026-05-09,Cartão,Cancelado
853,442,2025-11-29,Cartão,Cancelado
854,97,2025-11-02,Pix,Em Transporte
855,461,2025-09-04,Pix,Em Transporte
856,339,2026-02-18,Cartão,Em Transporte
857,370,2025-05-24,Pix,Em Transporte
858,152,2026-05-25,Cartão,Cancelado
859,199,2026-02-19,Boleto,Entregue
860,176,2025-07-14,Boleto,Em Transporte
861,352,2025-08-16,Boleto,Em Transporte
862,465,2026-05-03,Boleto,Cancelado
863,154,2026-06-04,Pix,Em Transporte
864,151,2025-07-05,Pix,Cancelado
865,380,2025-05-12,Cartão,Em Transporte
866,485,2025-07-07,Boleto,Cancelado
867,114,2025-04-02,Cartão,Entregue
868,216,2025-11-11,Cartão,Cancelado
869,300,2025-09-24,Cartão,Cancelado
870,241,2025-05-01,Pix,Em Transporte
871,242,2025-03-14,Pix,Em Transporte
872,445,2025-05-03,Boleto,Cancelado
873,212,2025-11-02,Pix,Entregue
874,103,2025-05-21,Cartão,Cancelado
875,74,2026-04-14,Cartão,Em Transporte
876,399,2025-07-04,Pix,Cancelado
877,324,2025-12-07,Pix,Cancelado
878,3,2025-03-01,Cartão,Cancelado
879,390,2025-08-03,Pix,Em Transporte
880,251,2025-06-12,Pix,Entregue
881,325,2026-03-21,Cartão,Cancelado
882,495,2026-03-16,Cartão,Cancelado
883,20,2025-01-05,Boleto,Entregue
884,487,2026-01-18,Pix,Cancelado
885,10,2025-07-15,Boleto,Entregue
886,116,2025-09-12,Boleto,Cancelado
887,67,2025-11-16,Pix,Cancelado
888,302,2026-05-31,Cartão,Entregue
889,422,2025-03-08,Pix,Cancelado
890,234,2025-10-25,Boleto,Em Transporte
891,173,2026-06-21,Cartão,Em Transporte
892,176,2025-05-18,Cartão,Cancelado
893,85,2025-07-12,Cartão,Entregue
894,115,2025-08-22,Boleto,Entregue
895,376,2025-08-05,Pix,Em Transporte
896,87,2026-06-01,Pix,Cancelado
897,193,2025-02-08,Boleto,Cancelado
898,305,2025-02-19,Pix,Em Transporte
899,335,2025-04-21,Pix,Entregue
900,214,2025-04-29,Cartão,Cancelado
901,281,2025-05-07,Cartão,Cancelado
902,106,2025-06-06,Boleto,Em Transporte
903,155,2025-01-10,Cartão,Em Transporte
904,340,2025-04-14,Boleto,Cancelado
905,215,2025-05-21,Pix,Em Transporte
906,145,2025-05-01,Pix,Entregue
907,102,2026-05-25,Boleto,Entregue
908,426,2025-09-27,Boleto,Entregue
909,361,2026-01-02,Cartão,Cancelado
910,21,2025-06-14,Boleto,Cancelado
911,353,2025-08-01,Cartão,Cancelado
912,2,2025-08-29,Pix,Em Transporte
913,465,2025-04-02,Pix,Em Transporte
914,77,2026-05-21,Pix,Em Transporte
915,371,2025-03-18,Boleto,Entregue
916,330,2025-09-20,Pix,Cancelado
917,136,2025-10-31,Cartão,Entregue
918,417,2025-04-13,Pix,Entregue
919,185,2025-10-25,Boleto,Cancelado
920,379,2026-03-13,Pix,Entregue
921,5,2025-02-16,Pix,Em Transporte
922,169,2025-06-24,Cartão,Cancelado
923,450,2025-10-02,Boleto,Entregue
924,418,2026-01-17,Cartão,Entregue
925,206,2025-04-27,Cartão,Cancelado
926,428,2025-10-06,Cartão,Em Transporte
927,410,2026-05-05,Cartão,Em Transporte
928,58,2025-06-20,Pix,Em Transporte
929,483,2025-03-02,Pix,Entregue
930,467,2026-03-03,Boleto,Cancelado
931,93,2026-03-25,Boleto,Cancelado
932,314,2026-01-03,Pix,Em Transporte
933,248,2025-05-14,Cartão,Entregue
934,226,2026-02-26,Pix,Entregue
935,336,2025-09-25,Cartão,Entregue
936,393,2026-06-22,Boleto,Em Transporte
937,490,2025-08-18,Boleto,Cancelado
938,268,2026-06-16,Boleto,Em Transporte
939,222,2025-04-08,Boleto,Em Transporte
940,247,2025-09-12,Cartão,Em Transporte
941,77,2026-01-30,Boleto,Em Transporte
942,6,2025-02-25,Boleto,Entregue
943,435,2026-06-02,Cartão,Cancelado
944,39,2025-06-19,Cartão,Cancelado
945,170,2025-09-04,Cartão,Entregue
946,115,2026-06-04,Boleto,Em Transporte
947,207,2026-01-23,Pix,Entregue
948,228,2026-04-16,Boleto,Cancelado
949,439,2025-04-01,Cartão,Cancelado
950,61,2025-11-20,Cartão,Em Transporte
951,53,2025-01-19,Cartão,Cancelado
952,286,2025-02-06,Boleto,Entregue
953,406,2025-04-04,Boleto,Em Transporte
954,456,2025-11-08,Boleto,Em Transporte
955,336,2025-07-31,Boleto,Cancelado
956,187,2025-12-16,Pix,Entregue
957,170,2026-04-11,Boleto,Em Transporte
958,367,2026-04-30,Boleto,Cancelado
959,59,2026-04-09,Pix,Em Transporte
960,2,2025-08-16,Cartão,Cancelado
961,281,2025-10-26,Boleto,Cancelado
962,24,2025-04-19,Pix,Cancelado
963,421,2025-05-24,Boleto,Em Transporte
964,55,2026-02-24,Cartão,Em Transporte
965,97,2025-07-20,Pix,Cancelado
966,235,2025-08-09,Pix,Em Transporte
967,56,2025-12-13,Cartão,Entregue
968,396,2025-05-07,Cartão,Cancelado
969,69,2026-06-01,Cartão,Entregue
970,284,2025-02-19,Cartão,Em Transporte
971,474,2026-05-10,Boleto,Entregue
972,375,2025-06-27,Pix,Entregue
973,337,2026-02-01,Boleto,Em Transporte
974,259,2025-11-26,Cartão,Cancelado
975,141,2025-09-12,Cartão,Cancelado
976,232,2025-10-29,Pix,Entregue
977,309,2026-02-27,Boleto,Em Transporte
978,154,2026-06-09,Boleto,Em Transporte
979,365,2025-11-18,Boleto,Em Transporte
980,103,2025-08-11,Pix,Em Transporte
981,352,2025-10-25,Cartão,Em Transporte
982,364,2025-05-16,Boleto,Entregue
983,278,2026-05-31,Boleto,Em Transporte
984,364,2025-11-27,Pix,Cancelado
985,299,2026-05-07,Boleto,Em Transporte
986,346,2026-03-04,Boleto,Em Transporte
987,450,2025-10-20,Cartão,Entregue
988,55,2026-06-20,Pix,Cancelado
989,28,2025-05-29,Boleto,Entregue
990,137,2025-07-24,Pix,Cancelado
991,75,2025-09-14,Pix,Em Transporte
992,105,2025-10-30,Boleto,Entregue
993,417,2026-01-03,Cartão,Entregue
994,381,2025-08-18,Boleto,Em Transporte
995,122,2026-02-03,Boleto,Em Transporte
996,355,2025-10-22,Boleto,Entregue
997,199,2026-01-26,Cartão,Em Transporte
998,495,2025-11-17,Boleto,Entregue
999,381,2025-01-14,Cartão,Entregue
1000,425,2026-03-30,Pix,Em Transporte
1001,387,2026-01-12,Boleto,Em Transporte
1002,398,2025-07-21,Boleto,Entregue
1003,230,2025-10-29,Pix,Em Transporte
1004,96,2025-03-18,Pix,Em Transporte
1005,62,2026-06-11,Cartão,Entregue
1006,143,2026-03-15,Boleto,Cancelado
1007,83,2025-05-14,Boleto,Cancelado
1008,170,2025-01-06,Cartão,Em Transporte
1009,21,2025-06-08,Pix,Cancelado
1010,397,2025-02-22,Boleto,Em Transporte
1011,252,2025-11-05,Boleto,Em Transporte
1012,38,2026-01-02,Boleto,Cancelado
1013,113,2026-06-23,Pix,Em Transporte
1014,403,2025-03-11,Boleto,Entregue
1015,279,2026-03-02,Boleto,Cancelado
1016,179,2025-04-05,Pix,Entregue
1017,170,2025-12-06,Cartão,Cancelado
1018,487,2025-08-12,Boleto,Em Transporte
1019,288,2026-05-02,Boleto,Entregue
1020,343,2025-04-28,Cartão,Cancelado
1021,464,2025-09-04,Boleto,Em Transporte
1022,491,2025-09-07,Pix,Em Transporte
1023,196,2025-11-25,Pix,Cancelado
1024,277,2025-09-20,Boleto,Cancelado
1025,467,2025-01-26,Boleto,Cancelado
1026,412,2026-06-11,Boleto,Cancelado
1027,23,2026-05-14,Cartão,Em Transporte
1028,165,2025-07-17,Boleto,Entregue
1029,86,2025-04-09,Boleto,Em Transporte
1030,321,2025-01-08,Pix,Entregue
1031,443,2025-08-07,Boleto,Cancelado
1032,106,2025-04-17,Boleto,Em Transporte
1033,332,2026-03-22,Pix,Em Transporte
1034,13,2025-06-07,Cartão,Em Transporte
1035,20,2025-12-06,Pix,Entregue
1036,92,2025-02-25,Cartão,Em Transporte
1037,295,2025-03-14,Pix,Cancelado
1038,199,2026-02-22,Cartão,Em Transporte
1039,222,2026-02-19,Cartão,Entregue
1040,345,2026-02-03,Pix,Em Transporte
1041,329,2025-01-07,Boleto,Em Transporte
1042,388,2025-03-06,Boleto,Em Transporte
1043,359,2025-02-16,Pix,Cancelado
1044,55,2026-05-30,Cartão,Em Transporte
1045,311,2025-11-05,Pix,Cancelado
1046,196,2026-03-25,Cartão,Em Transporte
1047,243,2025-02-01,Pix,Em Transporte
1048,70,2025-08-14,Boleto,Cancelado
1049,492,2025-10-30,Boleto,Entregue
1050,347,2025-11-02,Boleto,Em Transporte
1051,491,2026-01-18,Pix,Em Transporte
1052,64,2025-05-25,Pix,Entregue
1053,276,2026-02-08,Boleto,Entregue
1054,108,2025-11-09,Boleto,Em Transporte
1055,109,2025-12-19,Cartão,Em Transporte
1056,73,2026-06-09,Pix,Entregue
1057,316,2025-08-15,Cartão,Entregue
1058,93,2025-04-28,Boleto,Em Transporte
1059,436,2025-02-25,Boleto,Cancelado
1060,149,2025-03-16,Boleto,Entregue
1061,51,2025-09-14,Pix,Em Transporte
1062,488,2026-05-14,Cartão,Cancelado
1063,344,2025-05-12,Boleto,Entregue
1064,146,2025-04-13,Boleto,Entregue
1065,163,2025-07-18,Cartão,Cancelado
1066,316,2025-12-03,Boleto,Cancelado
1067,290,2025-06-06,Boleto,Cancelado
1068,491,2025-11-20,Cartão,Entregue
1069,161,2025-01-05,Pix,Entregue
1070,142,2026-03-23,Cartão,Entregue
1071,450,2025-12-06,Cartão,Cancelado
1072,184,2026-04-02,Cartão,Cancelado
1073,90,2025-04-22,Boleto,Em Transporte
1074,431,2025-03-25,Cartão,Entregue
1075,135,2025-07-21,Boleto,Em Transporte
1076,373,2025-03-20,Pix,Entregue
1077,324,2026-06-04,Pix,Em Transporte
1078,394,2026-02-19,Boleto,Entregue
1079,283,2025-02-07,Cartão,Em Transporte
1080,335,2026-04-29,Pix,Cancelado
1081,115,2026-02-06,Boleto,Em Transporte
1082,69,2025-10-25,Cartão,Em Transporte
1083,47,2026-06-07,Cartão,Cancelado
1084,6,2026-05-30,Boleto,Entregue
1085,388,2025-06-19,Boleto,Entregue
1086,82,2026-04-02,Pix,Em Transporte
1087,377,2025-05-30,Boleto,Cancelado
1088,21,2026-01-03,Pix,Cancelado
1089,33,2025-08-26,Cartão,Cancelado
1090,22,2025-08-28,Boleto,Entregue
1091,465,2026-06-15,Cartão,Cancelado
1092,470,2026-04-26,Cartão,Entregue
1093,333,2025-02-10,Cartão,Entregue
1094,325,2026-06-18,Cartão,Em Transporte
1095,297,2025-09-27,Boleto,Em Transporte
1096,193,2025-06-28,Boleto,Cancelado
1097,301,2026-01-10,Boleto,Entregue
1098,129,2026-06-14,Cartão,Entregue
1099,208,2026-06-13,Cartão,Cancelado
1100,406,2026-05-14,Cartão,Em Transporte
1101,257,2025-01-07,Pix,Cancelado
1102,118,2025-06-19,Pix,Em Transporte
1103,109,2025-10-15,Pix,Entregue
1104,186,2025-06-11,Boleto,Em Transporte
1105,339,2025-05-02,Pix,Cancelado
1106,369,2025-12-05,Pix,Cancelado
1107,246,2026-05-06,Pix,Em Transporte
1108,332,2025-06-15,Cartão,Entregue
1109,23,2025-09-07,Pix,Em Transporte
1110,69,2025-06-14,Boleto,Em Transporte
1111,457,2025-02-10,Boleto,Entregue
1112,86,2025-02-27,Cartão,Entregue
1113,491,2026-06-14,Cartão,Em Transporte
1114,450,2025-01-20,Boleto,Em Transporte
1115,485,2025-10-18,Pix,Entregue
1116,311,2026-04-05,Cartão,Cancelado
1117,113,2025-06-24,Cartão,Em Transporte
1118,407,2025-05-27,Boleto,Entregue
1119,136,2026-06-08,Pix,Em Transporte
1120,473,2025-12-17,Cartão,Em Transporte
1121,118,2025-03-12,Cartão,Cancelado
1122,56,2025-05-16,Pix,Entregue
1123,441,2026-06-20,Boleto,Em Transporte
1124,424,2026-03-06,Pix,Em Transporte
1125,91,2025-04-09,Cartão,Em Transporte
1126,450,2025-02-09,Boleto,Em Transporte
1127,48,2025-05-01,Cartão,Em Transporte
1128,462,2025-05-14,Boleto,Em Transporte
1129,460,2025-01-02,Boleto,Em Transporte
1130,268,2026-03-18,Cartão,Cancelado
1131,358,2025-02-14,Boleto,Cancelado
1132,481,2025-08-23,Cartão,Cancelado
1133,302,2025-12-25,Boleto,Em Transporte
1134,218,2025-04-11,Pix,Cancelado
1135,393,2026-05-04,Pix,Entregue
1136,307,2025-10-18,Boleto,Cancelado
1137,97,2025-09-21,Pix,Em Transporte
1138,296,2025-01-08,Boleto,Entregue
1139,4,2026-06-17,Cartão,Em Transporte
1140,353,2025-07-30,Cartão,Cancelado
1141,55,2026-01-06,Pix,Cancelado
1142,134,2025-09-17,Boleto,Cancelado
1143,314,2026-01-10,Cartão,Em Transporte
1144,387,2026-02-11,Pix,Cancelado
1145,92,2026-05-10,Cartão,Em Transporte
1146,130,2026-05-11,Cartão,Em Transporte
1147,397,2025-12-19,Boleto,Cancelado
1148,438,2025-05-22,Boleto,Entregue
1149,229,2025-08-24,Boleto,Entregue
1150,110,2025-04-13,Boleto,Cancelado
1151,411,2025-12-13,Boleto,Em Transporte
1152,83,2025-02-23,Cartão,Em Transporte
1153,412,2025-01-06,Pix,Entregue
1154,475,2026-04-28,Boleto,Cancelado
1155,33,2025-04-01,Cartão,Entregue
1156,41,2026-01-15,Boleto,Entregue
1157,477,2026-01-29,Cartão,Em Transporte
1158,147,2026-06-18,Boleto,Em Transporte
1159,485,2025-02-28,Pix,Em Transporte
1160,225,2026-05-22,Pix,Entregue
1161,147,2026-06-15,Pix,Entregue
1162,265,2026-06-07,Boleto,Entregue
1163,346,2025-06-23,Pix,Cancelado
1164,336,2025-09-02,Pix,Entregue
1165,142,2025-03-30,Cartão,Cancelado
1166,208,2026-02-09,Boleto,Entregue
1167,8,2026-06-15,Boleto,Em Transporte
1168,471,2025-03-12,Pix,Em Transporte
1169,372,2025-10-19,Boleto,Em Transporte
1170,178,2025-12-23,Cartão,Entregue
1171,233,2025-07-19,Cartão,Em Transporte
1172,134,2025-01-05,Pix,Cancelado
1173,55,2026-06-03,Boleto,Entregue
1174,151,2026-05-31,Cartão,Entregue
1175,490,2026-06-10,Cartão,Em Transporte
1176,356,2025-09-14,Cartão,Cancelado
1177,395,2026-05-11,Pix,Cancelado
1178,349,2026-04-15,Cartão,Em Transporte
1179,247,2025-01-29,Pix,Cancelado
1180,196,2025-03-11,Boleto,Entregue
1181,410,2025-08-24,Cartão,Cancelado
1182,265,2025-12-28,Boleto,Entregue
1183,128,2025-09-27,Cartão,Entregue
1184,345,2026-02-13,Boleto,Cancelado
1185,284,2025-03-19,Pix,Cancelado
1186,182,2025-11-18,Pix,Em Transporte
1187,94,2025-10-03,Boleto,Em Transporte
1188,256,2025-07-14,Boleto,Entregue
1189,377,2025-08-29,Pix,Cancelado
1190,118,2025-07-31,Pix,Entregue
1191,80,2025-12-31,Pix,Entregue
1192,347,2025-03-22,Boleto,Cancelado
1193,392,2025-01-07,Boleto,Entregue
1194,191,2026-05-09,Boleto,Cancelado
1195,460,2026-05-20,Boleto,Cancelado
1196,94,2026-05-18,Boleto,Cancelado
1197,114,2026-02-12,Boleto,Entregue
1198,270,2025-02-25,Cartão,Cancelado
1199,258,2025-02-03,Cartão,Cancelado
1200,235,2025-06-28,Pix,Em Transporte
1201,236,2026-06-15,Cartão,Em Transporte
1202,7,2025-01-09,Boleto,Entregue
1203,298,2026-01-24,Pix,Cancelado
1204,314,2026-01-06,Cartão,Entregue
1205,122,2025-09-27,Cartão,Cancelado
1206,188,2025-12-18,Pix,Cancelado
1207,108,2026-03-11,Cartão,Em Transporte
1208,187,2026-01-17,Cartão,Cancelado
1209,93,2026-04-07,Boleto,Entregue
1210,417,2025-08-23,Pix,Em Transporte
1211,412,2025-10-04,Pix,Em Transporte
1212,439,2026-03-19,Cartão,Entregue
1213,410,2025-05-30,Boleto,Entregue
1214,413,2026-04-30,Pix,Entregue
1215,256,2026-03-08,Pix,Em Transporte
1216,274,2026-06-14,Boleto,Cancelado
1217,154,2026-05-14,Cartão,Em Transporte
1218,204,2025-02-18,Pix,Em Transporte
1219,31,2025-06-17,Pix,Cancelado
1220,430,2026-05-03,Boleto,Entregue
1221,382,2026-04-06,Cartão,Cancelado
1222,185,2026-01-05,Boleto,Em Transporte
1223,177,2025-09-21,Pix,Cancelado
1224,180,2025-05-05,Boleto,Em Transporte
1225,296,2025-07-23,Boleto,Em Transporte
1226,400,2025-06-28,Cartão,Cancelado
1227,345,2025-11-29,Boleto,Cancelado
1228,456,2026-04-03,Pix,Cancelado
1229,238,2025-10-21,Boleto,Entregue
1230,328,2025-06-21,Cartão,Cancelado
1231,435,2026-02-19,Pix,Entregue
1232,176,2025-06-15,Pix,Cancelado
1233,335,2025-11-21,Cartão,Em Transporte
1234,310,2025-10-01,Boleto,Cancelado
1235,455,2025-10-05,Cartão,Cancelado
1236,495,2026-06-18,Cartão,Cancelado
1237,95,2025-06-21,Pix,Entregue
1238,339,2025-08-29,Cartão,Em Transporte
1239,108,2025-03-23,Pix,Cancelado
1240,49,2025-04-16,Pix,Cancelado
1241,14,2025-02-25,Cartão,Em Transporte
1242,54,2025-03-27,Cartão,Em Transporte
1243,44,2025-06-09,Boleto,Cancelado
1244,118,2025-11-13,Pix,Em Transporte
1245,227,2025-10-18,Boleto,Entregue
1246,270,2025-05-15,Pix,Entregue
1247,340,2025-02-05,Cartão,Cancelado
1248,240,2026-05-03,Boleto,Cancelado
1249,70,2026-04-01,Boleto,Em Transporte
1250,303,2025-07-01,Boleto,Cancelado
1251,269,2026-03-22,Boleto,Em Transporte
1252,466,2025-11-14,Cartão,Cancelado
1253,413,2025-08-21,Pix,Cancelado
1254,188,2025-11-12,Cartão,Cancelado
1255,156,2025-06-09,Pix,Entregue
1256,418,2026-06-20,Pix,Cancelado
1257,241,2025-10-21,Boleto,Entregue
1258,485,2026-05-19,Cartão,Cancelado
1259,393,2025-01-10,Cartão,Cancelado
1260,408,2025-08-25,Pix,Em Transporte
1261,97,2026-01-18,Cartão,Em Transporte
1262,203,2026-03-24,Pix,Entregue
1263,425,2026-02-04,Cartão,Entregue
1264,41,2025-09-27,Cartão,Em Transporte
1265,265,2025-09-03,Boleto,Em Transporte
1266,146,2025-10-06,Boleto,Em Transporte
1267,212,2025-10-03,Pix,Entregue
1268,70,2025-07-06,Cartão,Entregue
1269,317,2026-04-12,Cartão,Cancelado
1270,97,2026-05-19,Cartão,Entregue
1271,26,2025-06-05,Boleto,Entregue
